Pergunta,A,B,C,D,Correta,Comentario,Nivel
"[LINDB] Na aplicação da lei, o juiz atenderá aos fins sociais a que ela se dirige e às exigências do:",Interesse exclusivo das partes.,Bem comum.,"Interesse do Estado, apenas.",Interesse do Ministério Público.,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 164)",Difícil
"[LINDB] A lei em vigor terá efeito imediato e geral, respeitados o ato jurídico perfeito, o direito adquirido e:",A coisa julgada.,O direito potestativo.,A expectativa de direito.,O direito futuro.,A,"Gabarito Oficial: Letra A. (Fonte: Volume 2, Questão 165)",Fácil
[LINDB] Considera-se ato jurídico perfeito:,Aquele já consumado segundo a lei vigente ao tempo em que se efetuou.,Aquele que ainda depende de homologação judicial.,Aquele que produzirá efeitos apenas no futuro.,Aquele que pode ser livremente modificado por lei nova. 33,A,"Gabarito Oficial: Letra A. (Fonte: Volume 2, Questão 166)",Médio
"[LINDB] Segundo as alterações promovidas pela Lei nº 13.655/2018, a decisão administrativa, controladora ou judicial que decretar a invalidação de ato, contrato, ajuste ou norma administrativa deverá indicar:","Apenas o dispositivo violado, sem necessidade de fundamentação adicional.","De modo expresso, suas consequências jurídicas e administrativas.",Apenas o nome do responsável pelo ato.,Exclusivamente o valor da eventual multa aplicável.,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 167)",Difícil
"[LINDB] Na interpretação de normas sobre gestão pública, é VEDADA a imposição de:",Sanções proporcionais à conduta praticada.,"Exigências além daquelas em vigor à época dos fatos analisados, com base em interpretação retroativa e imprevisível.",Qualquer forma de controle judicial dos atos administrativos.,Fiscalização por órgãos de controle externo.,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 168)",Fácil
"[LINDB] Segundo o art. 22 da LINDB, na interpretação de normas sobre gestão pública, serão considerados os obstáculos e as dificuldades reais do gestor e as exigências das políticas públicas a seu cargo. Essa disposição busca, sobretudo:",Impedir qualquer responsabilização de agentes públicos.,"Evitar o ""engessamento"" da gestão pública por interpretações desconectadas da realidade fática enfrentada pelo gestor.","Ampliar indefinidamente a discricionariedade, sem qualquer controle.",Extinguir o dever de motivação dos atos administrativos.,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 169)",Médio
[LINDB] A LINDB aplica-se:,Exclusivamente ao direito civil.,"A todos os ramos do direito, como norma de sobredireito, disciplinando vigência, aplicação, interpretação e integração das normas jurídicas em geral.",Somente ao direito penal.,Somente ao direito processual. 34 NOÇÕES DE LÍNGUA INGLESA Volume 2 — nível avançado,B,"Gabarito Oficial: Letra B. (Fonte: Volume 2, Questão 170)",Difícil
"[Leg. Extravagante] As assertivas abaixo contêm a descrição de crimes previstos na Lei nº 10.826/03 - Estatuto do Desarmamento. Analise: I. Posse irregular de arma de fogo de uso permitido: possuir ou manter sob sua guarda arma de fogo, acessório ou munição, de uso permitido, em desacordo com determinação legal ou regulamentar, no interior de sua  residência  ou  dependência  desta,  ou  em  seu  local  de  trabalho.  II.  Porte  ilegal  de  arma  de  fogo  de  uso permitido: portar, deter, adquirir, fornecer, receber, ter em depósito, transportar, ceder, ainda que gratuitamente, emprestar, remeter, empregar, manter sob sua guarda ou ocultar arma de fogo, acessório ou munição, de uso permitido, sem autorização e em desacordo com determinação legal ou regulamentar. III. Disparo de arma de fogo: disparar arma de fogo ou acionar munição em lugar habitado ou em suas adjacências, em via pública ou em direção a ela, desde que essa conduta não tenha como finalidade a prática de outro crime. IV. Omissão de Cautela: deixar de observar as cautelas necessárias para impedir que menor de 21 anos ou pessoa portadora de deficiência mental se apodere de arma de fogo que esteja sob sua posse ou que seja de sua propriedade. Estão CORRETAS as assertivas:","I e III, apenas.","II e IV, apenas.","II e III, apenas.",Todas as assertivas estão corretas.,D,"Gabarito Oficial: Letra D. (Fonte: Volume 1, Questão 107)",Difícil
"[Leg. Extravagante] Em relação à Lei 11.343/2006, que institui o Sistema Nacional de Políticas Públicas sobre Drogas - Sisnad, marque a alternativa CORRETA:","É isento de pena o agente que, em razão da dependência, ou sob o efeito, proveniente de caso fortuito ou força maior, de droga, era, ao tempo da ação ou da omissão, qualquer que tenha sido a infração penal praticada, inteiramente incapaz de entender o caráter ilícito do fato ou de determinar-se de acordo com esse entendimento.","Comete crime, punível com reclusão e multa, aquele agente que, para seu consumo pessoal, semeia, cultiva ou colhe plantas destinadas à preparação de pequena quantidade de substância ou produto capaz de causar dependência física ou psíquica.","Para determinar se a droga destinava-se a consumo pessoal, o juiz atenderá somente à natureza e à quantidade da substância apreendida, não sendo relevante o local e as condições em que se desenvolveu a ação, as circunstâncias sociais e pessoais, bem como a conduta e aos antecedentes do agente.","Na prática do crime de Tráfico de Drogas (Art. 33, caput), as penas poderão ser reduzidas de um sexto a dois terços, desde que o agente, integrante de organização criminosa, seja primário e de bons antecedentes. 35",A,"Gabarito Oficial: Letra A. (Fonte: Volume 1, Questão 108)",Fácil
"[Leg. Extravagante] Nas assertivas abaixo, marque V ou F em relação ao contido na Lei nº 8.069/90 (Estatuto da Criança e do Adolescente - ECA): ( ) A criança e o adolescente têm direito à liberdade, ao respeito e à dignidade como pessoas humanas em processo de desenvolvimento e como sujeito de direitos civis, humanos e sociais garantidos na Constituição e nas leis, sendo dever de todos velar pela dignidade da criança e adolescente, pondo-os a salvo de qualquer tratamento desumano, violento, aterrorizante, vexatório ou constrangedor. ( ) Os crimes definidos no ECA são de Ação Pública Condicionada a representação do ofendido ou de seus representantes legais. ( ) Considera-se crime previsto no ECA ""privar a criança ou adolescente de sua liberdade, procedendo à sua apreensão, mesmo em estado de flagrante de ato infracional ou existindo ordem escrita da autoridade judiciária competente"". ( ) Constitui Infração Administrativa prevista no ECA o ato de ""hospedar criança ou adolescente desacompanhado dos pais ou responsável,  ou  sem  autorização  escrita  desses  ou  da  autoridade  judiciária,  em  hotel,  pensão,  motel  ou congênere"". Marque a alternativa com a sequência CORRETA, de cima para baixo:","V, V, F, V.","V, F, F, F.","F, V, V, F.","V, F, F, V.",D,"Gabarito Oficial: Letra D. (Fonte: Volume 1, Questão 109)",Médio
"[Leg. Extravagante] Em relação ao contido na Lei nº 14.310/02, que dispõe sobre o Código de Ética e Disciplina dos Militares do Estado de Minas Gerais (CEDM), marque V ou F: ( ) Conforme a natureza, a gradação e as circunstâncias da transgressão, serão aplicáveis as seguintes sanções disciplinares: advertência; repreensão; prestação de serviços de natureza preferencialmente operacional, correspondente a um turno de serviço semanal, que não exceda a oito horas;  suspensão,  de  até  dez  dias;  reforma  disciplinar  compulsória;  demissão;  perda  do  posto,  patente  ou graduação do militar da reserva. ( ) O CEDM aplica-se aos militares da ativa, aos da reserva remunerada e aos Coronéis Juízes do Tribunal de Justiça Militar Estadual. ( ) A transgressão disciplinar será grave, média ou leve, conforme  classificação  atribuída  nos  artigos  13,  14  ou  15,  podendo  ser  atenuada  ou  agravada,  consoante  a pontuação recebida da autoridade sancionadora e a decorrente de atenuantes e agravantes. ( ) Constituem causas de justificação previstas no Código de Ética: motivo de força maior ou caso fortuito, ter cometido a transgressão para evitar mal maior, dano ao serviço ou à ordem pública, estar classificado no conceito ""A"" ou ter prestados serviços relevantes. Marque a alternativa com a sequência CORRETA, de cima para baixo:","V, V, V, F.","F, V, F, V.","V, F, V, F.","V, F, V, V. 36",C,"Gabarito Oficial: Letra C. (Fonte: Volume 1, Questão 110)",Difícil
